YEAR,LAKE,station_norm,SAMPLING_DATE,LATITUDE,LONGITUDE,TEMP,TP,SI,NO23,STN_DEPTH_M,DOY,NP_ratio,EDIAT,LDIAT,CHLOR,CRYPT,CYANO,Total
2001,Michigan,MI17,2001-04-05 15:32:00,42.733283,-87.416867,,4.040044,0.708299,0.214506,104.4,95,0.05309496629244632,0.6455740239387269,0.0,0.1397974424722439,0.298402223193759,0.045987998304251,1.129761687908981
2001,Michigan,MI11,2001-04-05 19:14:00,42.383383,-86.99995,,4.6863589999999995,0.8194035,0.221726,131.8,95,0.04731306329711404,0.505296476889823,0.0,0.0177323528328923,0.1984685838053272,0.0242695934285238,0.7457670069565665
2001,Michigan,MI18,2001-04-06 01:44:00,42.733333,-87.0,,3.703228,0.851848,0.192649,166.0,96,0.052021911694338015,0.1408276961909708,0.0,0.1851156253489616,0.2469968024346696,0.0348226466455613,0.6077627706201635
2001,Michigan,MI27,2001-04-06 09:04:00,43.599333,-86.9164,,3.296855,0.722777,0.199661,110.0,96,0.06056104984902278,0.502012767442842,0.0,0.0,0.101278789475237,0.0173771968345141,0.6206687537525931
2001,Michigan,MI32,2001-04-06 13:31:00,44.140167,-87.233333,,5.248749,0.722273,0.190501,169.3,96,0.03629455323544715,0.1688525258691257,0.0,0.0374721543981964,0.1998926135118741,0.0229617960569174,0.4291790898361138
2001,Michigan,MI41,2001-04-06 21:48:00,44.736667,-86.721667,,3.015995,0.737347,0.175352,273.0,96,0.058140679941445526,0.1438153086684642,0.0,0.0,0.0418129595733112,0.0165900344868004,0.2022183027285759
2001,Michigan,MI47,2001-04-08 12:10:00,45.178333,-86.375,,3.855133,0.659427,0.187792,201.0,98,0.04871219747801178,0.1478935458842731,0.0,0.0044512318161694,0.32249470133582,0.0439069419690395,0.5187464210053021
2001,Huron,HU61,2001-04-08 23:14:00,45.7493,-83.916367,,2.056411,0.777974,0.257517,123.8,98,0.12522642604031975,0.2290033092940603,0.0,0.0548986736928617,0.1144895326467778,0.0854084885791169,0.483800004212817
2001,Huron,HU54,2001-04-09 03:02:00,45.5165,-83.4155,,2.371383,0.762342,0.261319,140.2,99,0.11019687667491926,0.0309879880803256,0.0,0.0,0.1434727026406402,0.2062074643887523,0.3806681551097182
2001,Huron,HU48,2001-04-09 08:42:00,45.278633,-82.451617,,2.410961,0.73038,0.296915,116.6,99,0.12315213725978977,0.6394847700358264,0.0,0.1107321593327571,0.1277627578028234,0.0485019829398875,0.9264816701112945
2001,Huron,HU45,2001-04-09 11:59:00,45.1369,-82.982883,,1.792469,0.756119,0.278049,102.8,99,0.15512067433244311,0.1035186133610387,0.0,0.0,0.1359611091378187,0.0081160592578284,0.2475957817566859
2001,Huron,HU32,2001-04-09 21:28:00,44.453167,-82.341667,,1.765921,0.751222,0.294558,84.5,99,0.16680134615308384,0.2236781304054144,0.0,0.0154104148960771,0.6885623491890774,0.0440257527059676,0.9716766471965368
2001,Huron,HU15,2001-04-10 12:59:00,44.000167,-82.350167,,3.374868,0.720062,0.294862,70.1,100,0.08736993565377964,0.0185308119001564,0.0,0.0048376296318829,0.0507224709085581,0.0100961649345122,0.0841870773751098
2001,Huron,HU09,2001-04-10 17:41:00,43.633167,-82.216833,,2.267501,0.749532,0.31553,61.7,100,0.13915319111215385,0.1531292579846389,0.0,0.1219598900042865,0.1369110839868052,0.0757580562473906,0.4877582882231214
2001,Erie,ER59,2001-04-13 13:25:00,41.72545,-83.151967,,23.095331,0.76013,0.211789,8.2,103,0.009170208472006744,4.052099145736628,0.1367926831235485,0.351508646976483,1.7483124094569555,0.705253280465183,6.993966165758799
2001,Erie,ER91,2001-04-13 16:20:00,41.84,-82.917833,,14.0382375,0.3933855,0.099384,10.6,103,0.007079521200578065,0.389401716566445,2.1597660472913187,0.1373719493017184,0.1213731847745349,0.0172673436138299,2.825180241547847
2001,Erie,ER73,2001-04-14 01:35:00,41.977483,-81.757067,,7.366314,0.015263,0.157486,25.3,104,0.02137921353882009,2.5149586718586865,0.1279911752014618,0.0517821002304286,0.5117294241840697,0.2432582794614568,3.449719650936103
2001,Erie,ER78,2001-04-14 09:47:00,42.116333,-81.2505,,5.122015,0.027677,0.163068,24.0,104,0.031836689271702634,2.8666485158114514,0.0647982397301972,0.0118331115367404,1.2587339711984342,0.0,4.202013838276823
2001,Erie,ER30,2001-04-14 14:32:00,42.428633,-81.205267,,12.263539,0.017193,0.139485,22.0,104,0.011373959833291189,18.12185771121199,0.0149730309196548,0.0725329231490383,0.271955035839907,0.2324523824883574,18.713771083608947
2001,Erie,ER15,2001-04-15 10:16:00,42.516,-79.893017,,9.738579,0.292589,0.131217,66.2,105,0.01347393700867447,10.77231055157471,0.0277018699732025,5.022116670185822,0.0075140018826025,3.9663387890651887,19.795981882681527
2001,Erie,ER10,2001-04-15 13:58:00,42.679833,-79.6915,,4.02198,0.102227,0.146131,34.8,105,0.03633309961760128,1.2131811060154958,0.0,0.1119235341028607,0.1519076928348603,0.0875698328359989,1.5645821657892158
2001,Ontario,ON12,2001-04-17 01:42:00,43.503083,-79.353933,,5.007887,0.371297,0.227777,110.0,107,0.04548365408404782,0.2468816432308823,0.0,0.110524201404369,0.2863759177409193,0.0613259039099668,0.7051076662861376
2001,Ontario,ON33,2001-04-17 06:48:00,43.5972,-78.80225,,3.917663,0.390198,0.248879,144.0,107,0.06352741417523661,0.1685862871905017,0.0,0.0,0.2532035016566229,0.021186449309833,0.4429762381569576
2001,Ontario,ON41,2001-04-17 14:07:00,43.7167,-78.026683,,4.792842,0.371568,0.233813,134.6,107,0.0487837904942412,0.2228214541578659,0.0,0.075647193277935,0.2567482662825082,0.0417773611746665,0.5969942748929756
2001,Ontario,ON49,2001-04-17 17:49:00,43.771783,-77.4389,,3.72898,0.392685,0.194327,51.8,107,0.052112642062977006,0.1110952965283476,0.0,1.434165762466711,0.1477496877366785,0.0424318094013435,1.7354425561330808
2001,Ontario,ON63,2001-04-17 20:44:00,43.7319,-77.01685,,3.723843,0.341004,0.191556,91.7,107,0.051440407127797814,0.137750184587954,0.0,0.1060281376762099,0.4113581495193737,0.0283521875344995,0.6834886593180372
2001,Ontario,ON55,2001-04-18 01:25:00,43.443517,-77.439333,,4.512378,0.356969,0.173874,201.5,108,0.03853267611888898,0.2191140542124758,0.0,0.0729768092924868,0.9159576826888264,0.014163097125583,1.2222116433193722
2001,Superior,SU01,2001-04-24 21:45:00,46.99275,-85.165167,,1.221471,1.113775,0.324658,96.0,114,0.26579263854811125,0.0113521762285148,0.0,0.0009871898244077,0.0519729654516735,0.0118806890141901,0.0761930205187862
2001,Superior,SU08,2001-04-25 08:56:00,47.606267,-86.817417,,1.676097,1.10578,0.327712,307.0,115,0.19552090362311966,0.0060447772089986,0.0,0.0,0.2807459334530571,0.0131556238415398,0.2999463345035956
2001,Superior,SU17,2001-04-29 19:19:00,47.164283,-89.6621,,1.624459,1.09612,0.310013,208.3,119,0.19084076606427122,0.0008950731989668,0.0,0.0102882579811702,0.07239066359462,0.0033901176508276,0.0869641124255847
2001,Superior,SU10,2001-04-30 08:45:00,47.514467,-87.546083,,1.955206,1.1384095,0.328708,159.0,120,0.16811936951911974,0.1009971955371837,0.0,0.0052628669753104,0.0335277240857335,0.0651531813259483,0.2049409679241759
2001,Ontario,ON63,2001-08-03 05:28:00,43.731317,-77.016483,22.25,7.006307,0.034233,0.191556,90.7,215,0.027340509058481167,0.1324935473235144,0.7364814440211217,0.8386033477043316,0.932219555535627,0.1543403679077977,2.7941382624923925
2001,Ontario,ON55,2001-08-03 10:57:00,43.443567,-77.438467,22.8,6.72948,0.031761,0.173874,199.7,215,0.025837657590185276,0.0136692496586028,1.2353727269853656,0.6024608172173264,1.676293696990626,0.0191589732098226,3.546955464061744
2001,Ontario,ON49,2001-08-03 14:30:00,43.77155,-77.43885,22.72,6.835344,0.057128,0.194327,25.5,215,0.028429732285602596,0.4983447810826253,0.2106723935332824,0.3542285263958619,0.722843105169477,0.1238332107905529,1.9099220169718
2001,Ontario,ON41,2001-08-03 17:55:00,43.716717,-78.025883,22.77,4.629808,0.077021,0.233813,134.6,215,0.05050166227195599,0.1669685985865517,0.0390583241163678,0.1994443271689073,0.947766193056588,0.8444926498379849,2.1977300927664
2001,Ontario,ON33,2001-08-03 22:35:00,43.596683,-78.801817,21.68,6.027316,0.064006,0.248879,141.7,215,0.041291845325514706,0.0306891294863919,0.021163573387602,0.5941678858778692,0.8548583596173558,0.0225352973847165,1.5234142457539357
2001,Ontario,ON12,2001-08-04 10:10:00,43.503917,-79.354133,22.16,5.365555,0.076778,0.227777,109.0,216,0.042451712823743305,0.1797152286525267,0.2144045050916435,0.1542014714357436,0.1420528326420588,0.2191508555448084,0.9095248933667812
2001,Erie,ER10,2001-08-05 00:05:00,42.680633,-79.691567,23.78,4.275415,0.069761,0.146131,34.0,217,0.03417937206095783,0.1482213873181518,0.1842755079757136,0.1471376841436214,0.2542272204675768,0.068498291579207,0.8023600914842709
2001,Erie,ER15,2001-08-05 07:30:00,42.516967,-79.893183,23.62,4.051348,0.041462,0.131217,64.6,217,0.032388479093871964,0.0067120339195415,0.2415525753523841,1.0677015683412872,0.1742456517154373,0.0618969867860797,1.5521088161147298
2001,Erie,ER78,2001-08-06 00:53:00,42.116567,-81.25005,24.88,2.431593,0.06559,0.163068,23.0,218,0.06706220983528081,0.0299993036344901,0.0138962008428913,0.0561786339956811,0.0722616380736974,0.1199269643509981,0.2922627408977582
2001,Erie,ER30,2001-08-06 05:01:00,42.430017,-81.205483,24.45,3.910944,0.167528,0.139485,21.0,218,0.03566530229018876,0.1348747761439778,0.1221873517493126,0.088633831459633,0.1953894986560995,0.1186923658237895,0.6597778238328126
2001,Erie,ER73,2001-08-06 17:19:00,41.97675,-81.7546,25.32,4.470302,0.066554,0.157486,24.5,218,0.03522938718681646,0.0455321673352483,0.5763125107545658,0.184049203538384,0.2559141161131197,0.3186911723737857,1.3804991701151037
2001,Erie,ER91,2001-08-08 17:36:00,41.840933,-82.916483,27.46,12.950706,0.704339,0.099384,10.7,220,0.007674021786920342,0.3455062933438828,0.1770231924066486,1.4725297384784852,2.750655285994392,0.3906493183407131,5.136363828564121
2001,Erie,ER59,2001-08-08 22:05:00,41.7266,-83.14975,26.68,13.037917,0.723588,0.211789,8.4,220,0.01624408254784871,1.912628458580286,0.0780784266296051,0.4859247182122445,2.0112614463655327,0.8248346935146987,5.312727743302368
2001,Huron,HU09,2001-08-10 10:09:00,43.63335,-82.216767,22.75,1.236,0.432179,0.31553,60.5,222,0.2552831715210356,0.0684019686620662,0.0,0.0377991039258802,0.0800655044366594,0.0326623465163396,0.2189289235409455
2001,Huron,HU15,2001-08-10 14:30:00,44.00005,-82.3493,21.78,3.321,0.493519,0.294862,68.1,222,0.0887871123155676,0.0259929014577464,0.0029989532485446,0.006787587316734,0.0435592288720172,0.0321095083972388,0.1114481792922812
2001,Huron,HU32,2001-08-11 08:42:00,44.453717,-82.3415,20.72,4.24559,0.546448,0.294558,82.8,223,0.06937975640605899,0.4742292936693032,0.0,0.1253289340869756,0.1123002996804068,0.0934032092119977,0.8052617366486835
2001,Huron,HU45,2001-08-12 00:31:00,45.136617,-82.982983,19.19,2.79304,0.524145,0.278049,100.7,224,0.09955066880531607,0.3221178317323183,0.1187511485753581,0.0708228727478736,0.0311014373950596,0.1283652743772567,0.6711585648278665
2001,Huron,HU48,2001-08-12 04:34:00,45.2784,-82.450817,18.92,1.26059,0.54981,0.296915,114.3,224,0.23553653447988637,0.1971321986992908,0.0,0.0294650133744044,0.0637288569402163,0.0692832008093379,0.3596092698232495
2001,Huron,HU54,2001-08-12 10:30:00,45.516517,-83.416617,19.07,2.02449,0.611379,0.261319,123.0,224,0.1290789285202693,0.7571204861313442,0.0539251110511177,0.3480971035696774,2.635659727516549,0.8959180253645328,4.690720453633221
2001,Huron,HU61,2001-08-12 14:25:00,45.750133,-83.916833,18.87,1.8171,0.5007444999999999,0.257517,122.0,224,0.14171867261020307,0.7645766243261185,0.0550661528744358,0.1070165507775959,0.2019813584230715,0.1349258581916312,1.263566544592853
2001,Superior,SU01,2001-08-13 04:59:00,46.992833,-85.16485,13.32,1.038767,1.031637,0.324658,93.7,225,0.312541696068512,0.0414457034683139,0.0239226664950231,0.235513661052847,0.0881386007316037,0.0062378934132452,0.3952585251610331
2001,Superior,SU08,2001-08-13 16:55:00,47.605533,-86.817933,14.07,0.880723,1.064499,0.327712,305.7,225,0.3720942907134252,0.0345927187473773,0.0167061030759117,0.0184282789853268,0.0464261042570715,0.0356851510470808,0.1518383561127685
2001,Superior,SU11,2001-08-14 14:43:00,48.3437,-87.825183,14.25,2.067978,1.015896,0.315098,235.0,226,0.15237009291201356,0.028151059668483,0.107634283771558,0.1630013109653248,0.093208177803775,0.070812902785808,0.462807734994949
2001,Superior,SU19,2001-08-16 02:39:00,47.370183,-90.85425,14.69,1.877555,0.958801,0.311832,192.3,228,0.16608408275656372,0.0685878100079305,0.278468563993681,0.3218223623815795,0.4273018319842555,0.0423668536700536,1.1385474220375005
2001,Superior,SU17,2001-08-18 09:31:00,47.164417,-89.66215,15.36,2.394227,0.996864,0.310013,208.3,230,0.12948354521104305,0.0991678613158837,0.0287980551154518,4.037713499968406,0.0917929920397927,0.0488917722817147,4.306364180721249
2001,Superior,SU12,2001-08-19 14:45:00,47.856133,-88.04225,14.41,2.026494,0.99468,0.3193,243.0,231,0.15756276603829075,0.1794529244646181,0.030138104524877,0.2234193515423227,0.1243850413880177,0.2498014977842174,0.8071969197040532
2001,Superior,SU10,2001-08-19 18:08:00,47.5142,-87.546233,16.22,1.210898,1.02113,0.328708,157.7,231,0.2714580418829662,0.0386574225645112,0.0421599794517086,0.0573061875209583,0.0686543835949697,0.035362790370476,0.2421407635026239
2001,Michigan,MI47,2001-08-21 08:41:00,45.17825,-86.374833,20.55,2.598651,0.088108,0.187792,199.0,233,0.07226518682193184,0.8544291731642861,0.0570963679164542,0.5231108388763528,0.4961887670663159,0.3037733907661342,2.234598537789543
2001,Michigan,MI41,2001-08-22 04:02:00,44.736333,-86.721767,20.75,2.65883,0.077369,0.175352,271.3,234,0.0659508129515614,0.0117141114055331,0.0141044278463767,1.475627288273148,0.00782505145236,0.0400909850950596,1.5493618640724776
2001,Michigan,MI32,2001-08-22 10:07:00,44.13985,-87.23325,20.56,2.241673,0.089707,0.190501,168.3,234,0.08498161863929306,0.1585592076102708,0.0,0.3293978236673226,0.5041075344250758,0.2194239224050282,1.2114884881076975
2001,Michigan,MI27,2001-08-22 23:02:00,43.6001,-86.91655,21.14,5.318018,0.062653,0.199661,108.5,234,0.03754425050836609,0.0134382593971035,0.0532237692247772,0.1940786823137008,0.0965947230052856,0.0986114278898959,0.4559468618307633
2001,Michigan,MI11,2001-08-23 14:05:00,42.38385,-87.000467,21.3,1.905858,0.085656,0.221726,131.7,235,0.11633920260586046,0.1459427786078765,0.0,0.1042346213000004,0.2230516416981798,0.3026498544495323,0.7758788960555891
2001,Michigan,MI18,2001-08-23 17:33:00,42.733333,-86.9997,21.1,2.440319,0.06777,0.192649,164.3,235,0.0789441872148682,0.0021825045883028,0.006280949548521,0.1012107189812218,0.0088946976001646,0.2791876464728801,0.3977565171910905
2001,Michigan,MI17,2001-08-23 21:07:00,42.733267,-87.416467,21.37,2.284882,0.074244,0.214506,103.7,235,0.09388055925864006,0.2479075101334642,0.0196701247742124,0.0899350445350046,0.3733722578729944,0.1413449901850747,0.8722299275007506
2002,Michigan,MI32,2002-03-30 16:53:00,44.139833,-87.233667,3.3,4.277611,0.638589,0.2752745,169.0,89,0.0643523920244267,1.873064059463566,0.0,0.0185864534845845,0.1921915365855585,0.1928025688068307,2.27664461834054
2002,Michigan,MI47,2002-03-31 02:30:00,45.1781,-86.3748,3.2,6.6122,0.681324,0.266671,196.7,90,0.040330147303469344,1.9067314971000693,0.0,0.0479411008396714,0.2155494040645322,0.209155531360649,2.3793775333649223
2002,Michigan,MI41,2002-03-31 06:32:00,44.736567,-86.721617,3.6,4.47863,0.725739,0.264866,217.0,90,0.05913996021104668,0.1454817198658763,0.0,0.0,0.0972624537895213,0.0099342152389864,0.2526783888943841
2002,Michigan,MI27,2002-03-31 15:38:00,43.60015,-86.916533,3.5,3.291388,0.688771,0.269509,108.9,90,0.08188308397551428,0.2501311352291134,0.0,0.0094427385718162,0.1807809683844116,0.0076271327423573,0.4479819749276987
2002,Michigan,MI17,2002-03-31 22:48:00,42.733067,-87.417583,3.6,4.285041,0.693459,0.2876565,104.4,90,0.0671303961852407,1.203046185555276,0.0,0.1012058451135043,0.7044576024420082,0.169296562422532,2.1780061955333205
2002,Michigan,MI18,2002-04-01 01:49:00,42.733117,-87.000083,4.0,4.078432,0.792559,0.2861475,166.1,91,0.07016115507136075,0.1957261548546014,0.0,0.2679719885338316,0.0901232026462307,0.0131292458795946,0.5669505919142583
2002,Michigan,MI11,2002-04-01 04:22:00,42.383067,-87.00025,3.8,3.704999,0.721096,0.284535,131.5,91,0.07679759157829733,0.7636725254190447,0.0,0.0821654497296813,0.282594718974039,0.2549656432840323,1.3833983374067975
2002,Huron,HU61,2002-04-04 00:40:00,45.749933,-83.916783,1.6,1.989146,0.770133,0.296719,123.2,94,0.14916904038215395,1.4440593525211396,0.0,0.2455414787669558,0.2022902417410919,0.1762752369337374,2.068166309962925
2002,Huron,HU54,2002-04-04 04:35:00,45.516633,-83.416783,1.5,1.793724,0.784114,0.296006,140.9,94,0.16502315852383084,0.3432488884085619,0.0,0.1180669655068299,0.185175783143841,0.05386209471532,0.7003537317745528
2002,Huron,HU48,2002-04-04 10:44:00,45.27825,-82.451417,1.9,3.051357,0.671147,0.3264515,117.3,94,0.10698567883076285,0.2444840205797822,0.0,0.1036404992842143,0.7273273636446703,0.5045543588418921,1.580006242350559
